time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-07-02 19:35:41,52.2064072439763,0.0867168834508932,0,0,53.958512881528,53.958512881528,0.328084,0,0,0,25,5,0,53.958512881528,0,0,0,0,0,0,273.9, 5.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,0,75.38,53.958512881528,0,41,Motors_Started,"Setting new Return-To-Home altitude to 26m (85 ft). Data Recorder File Index is 48. Setting new Maximum Flight Altitude to 120m (394 ft)"
200,2023-07-02 19:35:41,52.2064072240186,0.0867169661464808,0,0,53.958512881528,53.958512881528,0.328084,0,0.0198717526044,0.0198717526044,25,5,0,53.958512881528,0,0,0.0198717526044,0,0,0,274, 5.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,0,75.38,53.958512881528,0,41,Motors_Started,
400,2023-07-02 19:35:41,52.2064072001994,0.0867170403750597,0,0,53.958512881528,53.958512881528,0.328084,0,0.038550526168,0.038605972364,25,5,0,53.958512881528,0,0,0.038550526168,0,0,0,273.9, 5.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,0,75.38,53.958512881528,0,41,Motors_Started,
600,2023-07-02 19:35:41,52.2064071739139,0.0867171076939277,0,0,53.958512881528,53.958512881528,0,0,0.05627788894,0.056453085796,25,5,0,53.958512881528,0,0,0.05627788894,0,0,0,274, 5.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,0,75.38,53.958512881528,0,41,Motors_Started,
800,2023-07-02 19:35:42,52.2064071594278,0.0867171813249908,0,0,53.958512881528,53.958512881528,0,0,0.073397640144,0.073743768764,25,5,0,53.958512881528,0,0,0.073397640144,0,0,0,274, 5.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,0,75.38,53.958512881528,0,41,Motors_Started,
1000,2023-07-02 19:35:42,52.2064071553772,0.0867172462293318,0,0,53.958512881528,53.958512881528,0,0,0.08731627576,0.088330383404,25,5,17.019,53.958512881528,0,0,0.08731627576,0,0,0,274, 5.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,2.779,75.38,53.958512881528,0,41,Motors_Started,
1200,2023-07-02 19:35:42,52.2064071591531,0.0867173038125487,0,0,53.958512881528,53.958512881528,0,0,0.098951118652,0.101278874632,25,5,17.019,53.958512881528,0,0,0.098951118652,0,0,0,274, 5.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,2.779,75.38,53.958512881528,0,41,Motors_Started,
1400,2023-07-02 19:35:42,52.2064071697552,0.0867173566651142,0,0,53.958512881528,53.958512881528,0,0,0.109214570424,0.113712930148,25,5,17.019,53.958512881528,0,0,0.109214570424,0,0,0,274, 5.6, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,2.779,75.38,53.958512881528,0,41,Motors_Started,
1600,2023-07-02 19:35:42,52.2064072020081,0.0867174041168845,0,0,53.958512881528,53.958512881528,0,0,0.117416670424,0.12955709076,25,5,17.019,53.958512881528,0,0,0.117416670424,0,0,0,274.1, 5.5, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,2.779,75.38,53.958512881528,0,11,AutoTakeoff,
1800,2023-07-02 19:35:43,52.2064072508668,0.0867174591552807,0,0,53.958512881528,53.958512881528,0,0,0.128744426692,0.151218180692,25,5,17.019,53.958512881528,0,0,0.128744426692,0,0,0,274.2, 5.4, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,274,0,0,96,4.246,4.25,4.246,4.247,0,0,2.779,75.38,53.958512881528,0,11,AutoTakeoff,
